,input_text,target_text
406,"LU Factuality: ""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ","(believe, false); (are with him, false); (are true believers, false); (depart, false); (obtaining, false); (matter, false); (concern, false); (leave, false)"
407,"LU Factuality: for each 3 weeks of work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.","(reserves, true); (to withhold, true); (vacation, true); (special occasions, true); (work, true); (vacation, true)"
408,"LU Factuality: for each month of work, there will be 5 days vacation.","(work, true); (vacation, true); (be 5 days, true)"
409,LU Factuality: Al Qaeda reserves the right to withhold the vacation for an indeterminate period of time on special occasions.,"(vacation, true); (special occasions, true); (reserves, true); (to withhold, true)"
410,LU Factuality: Vacation travel application will be submitted 2 ½ months prior to travel.,"(Vacation travel application, true); (travel, true); (be submitted, true)"
411,LU Factuality: Extra vacation time requests will not be granted except in special circumstances.,"(special circumstances, true); (requests, true); (not be granted, true)"
412,LU Factuality: Salaries and Travel Tickets,"(Salaries, true)"
413,"LU Factuality: ""Eat and drink without waste, Allah does not like wastrels.  ""","(drink, false); (waste, false); (Eat, false); (not like, false)"
414,"LU Factuality: The salary for a married Mujahed brother is 6500 Pakistan rupees (six thousand and five hundred rupees), and 500 rupees for each child additionally.","(is 6500 Pakistan rupees, true); (salary, true)"
415,"LU Factuality: The monthly salary for a single Mujahed is 1,000 Pakistan rupees.","(is 1,000 Pakistan rupees, true)"
416,LU Factuality: A single Mujahed who has completed one full year in the organization will be issued a round trip ticket to his country with a one-month vacation.,"(vacation, true); (completed, true); (be issued, true)"
417,"LU Factuality: The member does not have the right to exchange the ticket for money, if he chooses not to travel.","(not to travel, true); (chooses, true); (to exchange, true); (not have the right, true); (not to travel, true); (to exchange, true); (chooses, true); (not have the right, true)"
418,LU Factuality: The member has the right to exchange it to make Al Haj to Mecca; Al Haj time will be deducted from his vacation time.,"(Al Haj, true); (to exchange, true); (has the right, true); (to make, unknown); (be deducted from, true)"
419,LU Factuality: A married Mujahed and his family will have a one-month vacation and round trip ticket to his country after completion of two years in the organization.,"(organization, true); (have a one-month, true); (vacation, true)"
420,LU Factuality: The brother who wishes to leave Al Qaeda without legal excuse does not have the right to demand any financial assistance or special favors when he departs.,"(financial assistance or special favors, true); (not have the right, true); (to demand, true); (wishes, true); (to leave, unknown); (departs, true)"
421,LU Factuality: Rewards and Punishments,"(Rewards and Punishments, true)"
422,LU Factuality: Take refuge in Allah from the evil Satan.,"(refuge in, true)"
423,"LU Factuality: ""The answer of believers when they are called to Allah and his Messenger that he may judge between them is, 'We hear and obey.  ' They are the ones who will prosper.  ""","(prosper, false); (are the ones, false); (believers, false); (called to, false); (answer, false); (judge between, unknown); (may, false); (obey, false); (hear, false)"
424,"LU Factuality: And Allah said, ""When they are told, 'come to that which Allah has revealed and to the Messenger,' you should see the hypocrites how they hesitate and turn their faces away.  "" ","(said, true); (come to, false); (told, false); (should, false); (revealed, false); (turn, false); (hesitate, false); (see, unknown)"
425,"LU Factuality: And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ","(said, true); (have any choice, false); (matter, false); (decided, false); (disobeys, false); (lost, false); (gone, false); (way, false)"
426,LU Factuality: Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,"(Accomplish, true); (plans, true); (Shara'a Judicial System, true); (missions, true); (according to, true)"
427,LU Factuality: Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,"(Differences, true); (missions, true); (be judged by, true)"
428,LU Factuality: This will be done through the direct superior up the chain of command to resolve the matter.,"(matter, true); (to resolve, unknown); (be done through, true)"
429,"LU Factuality: If the differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.","(differences, true); (are not related, true); (work, true); (wish, true); (to do, unknown); (be made, true)"
430,LU Factuality: This does not include the Tempter's courts.,"(not include, true)"
431,LU Factuality: It means any court considered legitimate by Al Qaeda.,"(means, true); (considered legitimate, true)"
432,LU Factuality: This includes high-ranking Al Qaeda and subordinates.,"(includes, true)"
433,LU Factuality: Advice,"(Advice, true)"
434,LU Factuality: Maintain the conditions of religious equilibrium.,"(equilibrium, true); (conditions, true); (Maintain, true)"
435,"LU Factuality: Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:","(is the fulfillment of the person's needs for righteousness, true); (Equilibrium, true); (depends on, true)"
436,"LU Factuality: (1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.","(to prevent, true); (is to fulfill religious duties continuously, true); (devotion, true); (sin, true)"
437,"LU Factuality: (2) Embody the ideal of manhood: this is by doing the right things, which will bring praise, and avoiding the wrong things, which would bring shame.","(is by doing the right things, true); (ideal, true); (Embody, true); (avoiding, true); (bring, true); (bring, true)"
438,"LU Factuality: Allah said, ""If they did what they had been advised to do, it would be better for them and they would stand fast.  "" ","(said, true); (did, false); (advised, false); (to do, false); (be better, false); (stand, false)"
439,"LU Factuality: [Sura] Al Nisa'/The Women, and Abu Al Drda' said, ""O people, good deeds before the fight, you are fighting with your good deeds.  "" ","(said, true); (good deeds, false); (fight, false); (fighting with, false); (good deeds, false)"
440,LU Factuality: B - Try your best and to the most of your ability to accomplish the rightful Al Qaeda goals.,"(Try, true); (ability, true); (goals, true); (to accomplish, unknown)"
441,"LU Factuality: The Mighty Allah said, ""Fear Allah as much as you can.  "" ","(said, true)"
442,"LU Factuality: [Sura] Al Taghabun/Exposition [64:16], and [Prophet Mohammed] said, peace upon him, ""Whatever I order you, do the best you can,"" mutafaq aley / agreed upon.","(said, true); (agreed, true); (peace upon him, unknown); (order, false); (do the best, false)"
443,LU Factuality: To do your best to the utmost of your ability is shown by the following:,"(To do, true); (ability, true); (is shown by, true)"
444,"LU Factuality: The best of your efforts should be to your religion, and not to worldly concerns or to your family.","(efforts, true); (should, true); (be to your religion, unknown)"
445,"LU Factuality: ""You tell them, 'If your fathers and sons, your brothers and wives and families and wealth, or the business you fear may fail, and the mansions that you love, are dearer to you than Allah, his Messenger, and struggling in his cause, then wait until Allah's command arrives, for Allah does not show transgressors the way.  "" ","(fail, unknown); (may, false); (fear, false); (tell, false); (way, false); (not show, false); (arrives, false); (command, false); (wait, false); (cause, false); (struggling, false); (are dearer, false)"
446,"LU Factuality: [Prophet Mohammed] said, peace upon him, ""You are not a believer until you love me more than your parents, your children and all the people.  "" Roah al Bekhari.","(said, true); (peace upon him, unknown); (love, false); (are not a believer, false)"
447,LU Factuality: That your Jihad be in the service of your religion is more excellent than the infidel struggling for their iniquity; their struggle is void.,"(is void, true); (struggle, true); (Jihad, true); (be in the service, true); (is more excellent, true); (struggling for, true)"
448,"LU Factuality: Allah said, ""There are some people who have loves other than Allah; the believer loves Allah more.  ""","(said, true); (are some people, false); (have loves, false); (loves, false); (believer, false)"
449,LU Factuality: Pursue the curriculum of religious law studies; take advantage of spare time to do so.,"(Pursue, true); (take advantage, true); (studies, true); (to do, unknown)"
450,LU Factuality: That will provide the Muslim brother with Islamic vision with regard to current events.,"(current events, true); (Islamic vision, true); (provide, true)"
451,LU Factuality: But knowledge without action is a curse to its owner; there is no value to knowledge without action.,"(action, true); (knowledge, true); (is no value to, true); (is a curse, true); (action, true); (knowledge, true)"
452,"LU Factuality: If you have a specialty, which is of value to Al Qaeda's goals, then tell your superior of it.","(goals, true); (have a specialty, true); (is of value to, true); (tell, true)"
453,"LU Factuality: We advise all brothers to avoid arguments in religion, and it is forbidden to speak on religion without knowledge.","(to speak, true); (knowledge, true); (arguments, true); (forbidden, true); (advise, true); (to avoid, true)"
454,"LU Factuality: If any differences occur, relay them to the qualified members.","(relay, true); (differences, true); (occur, true)"
455,"LU Factuality: Allah said, ""And when any tidings of peace or war come to them they spread the news around.  Had they gone to the Prophet or those in authority among them, then those who check and scrutinize would have known it.  "" ","(said, true); (peace, false); (war, false); (tidings, false); (scrutinize, false); (known, false); (gone, false); (check, false); (come, false); (spread, false)"
456,LU Factuality: the Covenant,"(Covenant, true)"
457,LU Factuality: Its Purpose and Religious Lawfulness:,"(Purpose, true)"
458,LU Factuality: Draft Covenant:,"(Draft Covenant, true)"
459,"LU Factuality: Covenants among Moslems regarding obedience are permitted and lawful, in order to build trust among the parties.","(trust, true); (are permitted and lawful, true); (obedience, true); (Covenants, true); (to build, unknown)"
460,"LU Factuality: The proof is in the saying of Allah to Jacob, peace be upon him, ""He said, 'I will never send him with you until you swear by Allah that you will bring him back to me, unless all of you are overtaken (by misfortune).  '' When all of them had given their promise, he said: ""Allah is witness to our conversation.  "" ","(is in the saying, true); (proof, true); (peace be upon him, unknown); (bring him back, false); (conversation, false); (said, false); (is witness to, false); (given, false); (promise, false); (send, false); (said, false); (are overtaken, false); (swear, false)"
461,LU Factuality: If a Moslem gives his word he must keep it.,"(must, true); (gives, true); (keep, unknown)"
462,"LU Factuality: As Allah said, ""And keep the covenant because you are responsible.  "" ","(said, true); (covenant, false); (keep, false); (are responsible, false)"
463,"LU Factuality: And Allah said, ""Fulfill your covenant with Allah, having made the covenant, and do not break your oaths once you have sworn them, as you have made Allah a witness over you.  "" ","(said, true); (Fulfill, false); (covenant, false); (sworn, false); (oaths, false); (witness, false); (made, false); (made, false); (having, false); (not break, false); (covenant, false)"
464,LU Factuality: The purpose of the Covenant:,"(Covenant, true); (purpose, true)"
465,LU Factuality: There are two types of covenants:,"(covenants, true); (are two types, true)"
466,"LU Factuality: the religious lawful duty, and the permissible.","(permissible, true); (religious lawful duty, true)"
467,"LU Factuality: The religious lawful duty, such as al-Jihad and the obedience to higher authorities, is every Muslim's duty by religious law.","(religious lawful duty, true); (al-Jihad, true); (obedience to, true); (is every Muslim's duty, true); (religious law, true)"
468,"LU Factuality: In such a case, allegiance means enforcing the religious lawful duty.","(allegiance, true); (means, true); (enforcing, true); (religious lawful duty, true)"
469,"LU Factuality: Even without allegiance, it is still a lawful religious duty.","(allegiance, true); (is still a lawful religious duty, true)"
470,"LU Factuality: While in the case of permissible matters, allegiance makes them religious lawful duties.","(makes, true); (religious lawful duties, true); (permissible matters, true); (allegiance, true)"
471,"LU Factuality: He founded this case on the saying of the Mighty Allah, ""If you promise, you have to fulfill your promise.  "" ","(founded, true); (saying, true); (to fulfill, unknown); (have, false); (promise, false); (promise, false)"
472,LU Factuality: Therefore Al Qaeda will take allegiance from its followers to include the obedience to its policies and goals.,"(to include, true); (allegiance from, true); (policies and goal, true); (obedience to, true); (take, true)"
473,"LU Factuality: First of all, the Amir swears a Covenant","(Covenant, true); (swears, true)"
474,"LU Factuality: In the name of Allah the Most Benevolent, ever Merciful, I swear allegiance to Allah, and with his accord to become a soldier among the Muslim soldiers, to support the religion of Allah in order to make Allah's words supreme.","(allegiance, true); (swear, true); (accord, true); (to become a soldier among the Muslim soldiers, unknown); (to support, unknown); (to make, unknown); (In the name of Allah the Most Benevolent, ever Merciful, unknown)"
475,"LU Factuality: Covenant sworn by the brother, the Mujahed","(Covenant, true); (sworn by, true)"
476,"LU Factuality: In the name of Allah, the Most Benevolent, ever Merciful,","(In the name of Allah, the Most Benevolent, ever Merciful, unknown)"
477,"LU Factuality: I swear allegiance to Allah, and with his accord to obey and listen to my superiors in good times and bad times, in good situations and bad ones, to support the religion of Allah in order to make Allah's words supreme, and to become a fighter in the name of Allah.","(accord, true); (allegiance, true); (swear, true); (to support, unknown); (to make, unknown); (to become a fighter in the name of Allah, unknown); (good situations, true); (bad ones, true); (bad times, true); (good times, true)"
478,"LU Factuality: To fight in any position through the duration of the struggle, and to keep all the secrets of Al Qaeda's missions.","(missions, true); (struggle, true); (to keep, unknown); (To fight, unknown)"
479,LU Factuality: Allah will be my guarantor of what I am saying.,"(saying, true); (be my guarantor, true)"
480,LU Factuality: Breach of Covenant,"(Covenant, true); (Breach, true)"
481,LU Factuality: Punishment of the one who breaches the Covenant:,"(Punishment, true); (Covenant, true); (breaches, true)"
482,"LU Factuality: And Allah said, ""As for those who break Allah's covenant after validating it, and sever relations which Allah ordained cohered, and spread corruption in the land, there is condemnation for them and an evil abode.  "" ","(said, true); (relations, false); (ordained, false); (cohered, false); (spread, false); (break, false); (covenant, false); (validating, false); (sever, false); (corruption, false); (is condemnation, false); (abode, false)"
483,"LU Factuality: And the Messenger of Allah said, peace be upon him,""Allah said,'Three persons I am the opponent of on the Day of Judgment: a man who promised and broke his promise; a man who made a sale and cheated, and a man who hired an employee and did not pay him.  ""","(peace be upon him, unknown); (said, true); (sale, false); (cheated, false); ( hired, false); (not pay, false); (promised, false); (broke, false); (promise, false); (made, false); (said, false); (am the opponent, false)"
484,"LU Factuality: And Ibn Hajr explained, ""He promised by Allah and then broke his promise.  "" ","(explained, true); (broke, false); (promise, false); (promised, false)"
485,"LU Factuality: At last we pray praise to Allah, the Lord of all the worlds.","(praise to Allah, unknown); (pray, true)"
486,LU Factuality: The late Bin Baz was the grand Muslim scholar in Saudi Arabia.,"(was the grand Muslim scholar, true)"
487,"LU Factuality: Al-Maqdasi, a Jordanian militant, is sympathetic to Al-Qaida.","(is sympathetic, true)"
488,LU Factuality: He was acquitted in Jordan of charges that he had ties to Al-Qaida.,"(acquitted, true); (had ties, true)"
489,LU Factuality: In a recent interview with Al-Jazeera he spoke against the Arab regimes.,"(spoke against, true)"
490,"LU Factuality: Immediately after the interview, he was apprehended again by the Jordanian authority.","(apprehended, true)"
491,"LU Factuality: Sheik Rida, fear God.","(fear, true)"
492,LU Factuality: You are not fair when you belittle Sheik Bin Baz's blunder and exaggerate the one by Sheik Maqdasi...,"(are not fair, true); (belittle, true); (blunder, true); (exaggerate, true)"
493,LU Factuality: Sheik Maqdasi did not criticize Sheik Bin Baz's only for his edict which emphasizes not to consider a regime an apostate if it hasn't adhered to Islamic laws.,"(not criticize, true); (emphasizes, true); (edict, true); (n't adhered, true); (not to consider, true)"
494,"LU Factuality: Well, this is not the case.","(is not the case, true)"
495,"LU Factuality: If, you study the evidences and statements released by these people, we tend to appreciate their ignorance which was based on prominent views.","(study, true); (statements, true); (evidences, true); (based on, true); (tend, true); (views, true); (to appreciate, false)"
496,LU Factuality: We had done that before with others who were known for their serious blunders.,"(done, true); (blunders, true); (known for, true)"
497,"LU Factuality: I'm not going to illustrate these evidences and statements; God is my witness, I don't want to deceive anyone.","(n't want, true); (God is my witness, unknown); (to deceive, unknown); (to illustrate, true)"
498,"LU Factuality: However, I will mention one of these evidences reiterated by them.","(reiterated, true); (mention, true)"
499,"LU Factuality: Indeed, the Sheik issued two edicts regarding the same issue that contradict each other...","(issue, true); (contradict, true); (issued, true); (edicts, true)"
500,"LU Factuality: First, he forbade seeking the aid of infidels when the Syrian Mujahiddin asked Saddam Hussein to overthrow the regime of Hafiz Al-Assad in Syria.","(asked, true); (to overthrow, true); (forbade, true); (aid, true); (seeking, unknown)"
501,"LU Factuality: However, he allowed the Gulf regimes to depend on the infidels in attacking Saddam Hussein.","(attacking, true); (allowed, true); (to depend on, true)"
502,LU Factuality: [He issued] more edicts to accommodate the policies of the Saudi regime.,"(issued, true); (edicts, true); (to accommodate, unknown)"
503,LU Factuality: This behavior and not the edict itself forced them to be deceptive.,"(edict, true); (forced, true); (behavior, true); (to be deceptive, true)"
504,LU Factuality: I am sure that you are aware of all these suspicions that surround the regime's [Religious] scholars.,"(suspicions, true); (are aware of, true); (am sure, true); (surround, true)"
505,"LU Factuality: So, try to appreciate the Muslims' position, especially if these suspicions are credible.","(position, true); (try, true); (are credible, true); (to appreciate, unknown)"
506,"LU Factuality: Brother Rida, I plead to you through this article to understand the views of others, just like we try to understand the views of those who went astray.","(plead, true); (views, true); (try, true); (views, true); (to understand, true); (went astray, true); (to understand, unknown)"
507,"LU Factuality: My dear sister, I hope all is well.","(hope, true); (is well, unknown)"
508,LU Factuality: How is Turkey? ,"(is, unknown)"
509,LU Factuality: I hope you are enjoying your stay there.,"(hope, true); (enjoying, unknown)"
510,LU Factuality: I wrote a letter to Ayman.,"(wrote, true)"
511,LU Factuality: Please print it on a thin paper; may God reward you.,"(print, true); (may God reward you, unknown)"
512,LU Factuality: Please read this message if you have the time.,"(read, true)"
513,LU Factuality: I am open for any suggestions.,"(am open for, true); (suggestions, false)"
514,LU Factuality: I hope I can communicate with you through the Messenger before you depart Turkey.,"(hope, true); (depart, true); (communicate, unknown)"
515,"LU Factuality: Send my regards to my aunt, uncle and grandmother.","(Send, true); (regards, true)"
516,LU Factuality: Take back the stuff which Ayman asked you to carry to Saudi Arabia.,"(Take back, true); (asked, true); (to carry, true)"
517,LU Factuality: I apologize for any inconvenience.,"(apologize, true)"
518,LU Factuality: Peace be upon you.,"(Peace be upon you, unknown)"
519,LU Factuality: Questions about the facts or what were presented as facts that led the United States into the war in Iraq,"(presented, true); (led, true); (Questions, true)"
520,LU Factuality: spilled into open warfare today on the Senate floor .,"(spilled into, true); (open warfare, true)"
521,LU Factuality: Democrats forced the Senate into a rare closed door session .,"(forced, true); (closed door session, true)"
522,LU Factuality: Republican leader Bill Frist said the Senate was hijacked .,"(said, true); (hijacked, false)"
523,LU Factuality: CNN's Ed Henry was there .,"(was there, true)"
524,LU Factuality: A Democratic sneak attack that sent shock waves through the Senate .,"(sneak attack, true); (shock waves, true); (sent, true)"
525,LU Factuality: Mr. President enough time has gone by .,"(gone by, true)"
526,LU Factuality: I demand on behalf of the American people that we understand why these investigations aren't being conducted .,"(demand, true); (n't being conducted, true); (understand, true)"
527,LU Factuality: Democratic leader Harry Reed accused Republicans of failing to probe allegations the White House manipulated intelligence to justify the war in Iraq .,"(failing, true); (accused, true); (manipulated, true); (to probe, true); (to justify, unknown)"
528,LU Factuality: And in accordance with rule twenty-one I now move that Senate go into closed session .,"(go into, true); (move, true); (closed session, true)"
529,LU Factuality: President I second the motion .,"(motion, true); (second, true)"
530,LU Factuality: An easy but rare maneuver with extraordinary consequences .,"(maneuver, true); (consequences, true)"
531,"LU Factuality: The Senate chamber was locked down , television cameras shut off , so law makers could go into secret session to debate .","(secret session, true); (locked down, true); (shut off, true); (go into, unknown); (to debate, unknown); (could, true)"
532,LU Factuality: Republican leader Bill Frist was enraged .,"(enraged, true)"
533,LU Factuality: Not with the previous Democratic leader or or the current Democratic leader have ever I been slapped in the face with such an affront to the leadership of this grand institution .,"(slapped, true); (affront to, true); (leadership, true); (grand institution, true)"
534,LU Factuality: There has been at least consideration for the other side of the aisle before a stunt .,"(stunt, true); (been, true); (consideration, true)"
535,LU Factuality: and this is a pure stunt .,"(is a pure stunt, true)"
536,LU Factuality: Reed refused to back down demanding the Republican led intelligence committee finish a long awaited report on whether the Bush administration twisted intelligence .,"(refused, true); (to back down, true); (finish, true); (demanding, true); (report, true); (twisted, false)"
537,"LU Factuality: This investigation has been stymied stopped , obstructions thrown up every step of the way .","(stopped, true); (investigation, true); (thrown up, true); (been stymied, true); (obstructions, true)"
538,LU Factuality: That's the real slap in the face .,"(s the real slap, true)"
539,LU Factuality: that's the slap in the face .,"(s the slap, true)"
540,LU Factuality: And today the American people are going to see a little bit of light .,"(to see, true)"
541,LU Factuality: What's really going on is Democrats feel emboldened by the indictment of Vice President Cheney's former chief of staff believing this is their chance to issue a broader indictment of the Bush administration .,"(believing, true); (indictment, true); (to issue, true); (is their chance, true); (is Democrats feel emboldened by, true); (going on, true); (indictment, true)"
542,LU Factuality: We have lost over two thousand of our best and bravest .,"(lost, true)"
543,LU Factuality: over fifteen thousand have been seriously wounded .,"(wounded, true)"
544,LU Factuality: We are spending more than six million dollars a month with no end in sight .,"(no end, true); (spending, true)"
545,LU Factuality: and this Republican led Senate intelligence committee refuses to even ask the hard questions about the misinformation /-,"(to even ask, true); (misinformation, true); (refuses, true); (questions, true)"
546,LU Factuality: Republicans insist they're completing the investigation .,"(investigation, true); (insist, true); (completing, false)"
547,LU Factuality: and this is just a distraction .,"(is just a distraction, true)"
548,LU Factuality: This is purely political .,"(is purely political, true)"
549,LU Factuality: This is settling settling an old political score .,"(political score, true); (settling settling, true)"
550,LU Factuality: Democrats say they also want to signal they're ready to stand up to the Republican majority and may even filibuster the president's latest Supreme Court pick Samuel Alito a move that would make these events seem like the opening fireworks in a much nastier battle .,"(say, true); (battle, true); (seem like, true); (events, true); (move, true); (pick, true); (may, true); (to stand up to, false); (filibuster, false); (want, false); (re ready, false); (to signal, unknown); (make, true)"
551,LU Factuality: So do you think we just saw the outlines to what the midterm election battlelines might look like /?  A debate that's likely to rage on for many many months to come .,"(might, true); (battlelines, true); (to come, true); (s likely to rage on, true); (debate, true); (saw, unknown); (think, unknown); (look like, false)"
552,LU Factuality: Turning our attention now to something that has a lot of folks concerned .,"(concerned, true); (attention, true); (Turning, true)"
553,LU Factuality: You've been hearing an awful lot about avian or bird flu .,"(hearing, true)"
554,LU Factuality: The most common and deadly form has already spread in birds from South Asia to Europe .,"(spread, true)"
555,LU Factuality: And now there is real concern that the virus could mutate and become devastating to humans .,"(is real concern, true); (become devastating, false); (mutate, false)"
556,LU Factuality: In fact some health experts say it's just a matter of time .,"(say, true)"
557,LU Factuality: Today President Bush unveiled a seven point one billion dollar plan to prepare for a possible flu pandemic .,"(unveiled, true); (plan, true); (to prepare, unknown); (pandemic, false)"
558,LU Factuality: Now much of that money would go toward stockpiling enough vaccine to protect twenty million healthcare workers and other first responders,"(to protect, unknown); (stockpiling, true); (would, true); (go toward, unknown)"
559,LU Factuality: speeding up production of vaccines and buying the anti-viral drugs (( Tamoflu )) and (( Rolenzo )) which in some cases prevent flu infection .,"(flu infection, true); (prevent, true); (buying, true); (speeding up, true)"
560,LU Factuality: And we now turn to senior medical correspondent Dr. Sanjay Gupto who has just gotten back from South Asia,"(gotten back from, true); (turn to, true)"
561,LU Factuality: where bird flu has in the past two years killed at least sixty-two people,"(killed, true)"
562,LU Factuality: about half of those who were struck with it .,"(struck with, true)"
563,LU Factuality: Hundreds of millions of birds around the world have been destroyed to try to contain the disease .,"(destroyed, true); (to contain, unknown); (to try, unknown)"
564,LU Factuality: And Dr. Gupto now just joins us from the Emory University hospital in Atlanta .,"(joins, true)"
565,LU Factuality: Always good to see you doctor .,"(to see, true)"
566,LU Factuality: Thanks .,"(Thanks, unknown)"
567,LU Factuality: I know you've had a chance to study the the plan the president put forth today .,"(know, true); (had a chance, true); (to study, true); (plan, true); (put forth, true)"
568,LU Factuality: Does it go far enough in your estimation /?,"(estimation, true); (go far enough, unknown)"
569,LU Factuality: You know what's sort of interesting Paula .,"(know, true); (interesting, true)"
570,LU Factuality: on one hand it is it is remarkable that the president is devoting as much time and as much money uh all towards a disease that doesn't exist yet .,"(is it is remarkable, true); (devoting, true); (n't exist, true)"
571,LU Factuality: Pandemic flu doesn't exist yet .,"(n't exist, true)"
572,LU Factuality: But a lot of people are talking about it .,"(talking about, true)"
573,LU Factuality: and I think that's remarkable to a lot of people who are eh who are citizens and a lot of people in the public health community as well .,"(are eh who are citizens, true); (s remarkable, true); (think, true)"
574,LU Factuality: On the other hand to be able to outline and do the thing that were talked about today to basically completely revamp the public health system so that local officials can talk to state officials that can talk to federal officials to be able to pinpoint exactly when a cluster of bird flu happens that takes probably a lot more money and a and a really a complete revamping of our public health systems .,"(talked about, true); (takes probably a lot more money, false); (revamping of, true); (to outline, false); (to pinpoint, false); (to basically completely revamp, true); (happens, false); (to be able, unknown); (talk to, false); (talk to, false); (to be able, unknown)"
575,"LU Factuality: The other thing Paula really important is that they talk a lot about the fact that our- we're a lot better at taking care of patients now than we were in nineteen eighteen , we have a lot of ~ICUs a lot of ~ICUs in the hospital behind me that can take care of critically ill patients .","(were in nineteen eighteen, true); (taking care of, true); (re a lot better, true); (talk a lot about, true); (take care of, true); (have a lot of ~ICUs a lot of ~ICUs, true); (is, true)"
576,LU Factuality: The problem though at any given time eighty to ninety percent of those ~ICU rooms are full so we just don't have the surge capacity and that's going to cost lots and lots of money to create a health system where we can take care not only of the ill now but the ill that might come in with a pandemic Paula .,"(are full, true); (problem, true); (pandemic, false); (n't have the surge capacity, true); (might, true); (take care, false); (come in, unknown); (to create, unknown); (to cost, true)"
577,LU Factuality: Uh let's talk about the other (( problem )) of the plan where the president will spend uh or wants to spend a billion dollars to stockpile antiviral medicine like (( Tamaflu )) and (( Rolenza )) .,"(talk about, true); (problem, true); (plan, true); (wants, true); (spend, true)"
578,LU Factuality: Do we even know if these two medications are going to be effective against a strain that hasn't even presented itself /?,"(n't even presented, true); (know, unknown); (to be effective, unknown)"
579,LU Factuality: Here here's the important thing about that .,"(s the important thing, true)"
580,LU Factuality: We don't know for sure .,"(n't know, true)"
581,LU Factuality: A lot of people focusing a lot of energy on (( Tamaflu )) and (( Rolenza )) .,"(focusing, true)"
582,LU Factuality: These are antiviral drugs .,"(are antiviral drugs, true)"
583,LU Factuality: they are not vaccines .,"(are not vaccines, true)"
584,LU Factuality: They are antiviral drugs uh designed to basically shorten uh how bad the flu might effect you uh try to lessen its impact .,"(designed, true); (to basically shorten, true); (are antiviral drugs, true); (try, true); (might, true); (impact, false); (effect, unknown)"
585,LU Factuality: But we only know that it might work because of laboratory studies and animal studies uh uh in particular .,"(animal studies, true); (laboratory studies, true); (might, true); (know, true); (work, false)"
586,LU Factuality: The way to really study it would be to knowingly expose people to bird flu .,"(to really study, true); (be, unknown); (to knowingly expose, false); (would, true)"
587,LU Factuality: and nobody will actually ever do that study for obvious reasons .,"(study, true); (do, true)"
588,LU Factuality: So it's just theoretical really for the most part that those will work Paula .,"(s just theoretical, true)"
589,LU Factuality: Dr. Sanjay Gupto thanks for the update .,"(thanks for, true)"
590,LU Factuality: By the way are you catching a cold /?,"(catching, unknown)"
591,LU Factuality: You know I just got back .,"(got back, true); (know, true)"
592,LU Factuality: and the ninteen hour plane ride .,"(plane ride, true)"
593,LU Factuality: I can assure you that Paula .,"(assure, true)"
594,LU Factuality: That's right .,"(s right, true)"
595,LU Factuality: Just what the doctor ordered .,"(ordered, true)"
596,LU Factuality: Works all the time .,"(Works, true)"
597,LU Factuality: I made a free house call for you doctor .,"(made a free house call, true)"
598,"LU Factuality: Coming up on News Night Tonight , cooking a turkey is fine .","(is fine, true); (Coming up, true); (cooking, true)"
599,LU Factuality: (( appearing )) in one isn't .,"(appearing, true); (isn't, true)"
